Material,StandardUnit,ToUnit,Factor
1000421128,EA,EA,1
1000421129,EA,EA,1
1000421130,EA,EA,1
1000421131,EA,EA,1
1000421132,EA,EA,1
1000421134,EA,EA,1
1000421135,EA,EA,1
1000421143,EA,EA,1
1000421144,EA,EA,1
1000421145,EA,EA,1
1000421146,EA,EA,1
1000421151,EA,EA,1
1000421154,EA,EA,1
1000421163,EA,EA,1
1000421169,EA,EA,1
1000421170,EA,EA,1
1000421171,EA,EA,1
1000421172,EA,EA,1
1000421173,EA,EA,1
1000421177,EA,EA,1
1000421178,EA,EA,1
1000421179,EA,EA,1
1000421182,EA,EA,1
1000421183,EA,EA,1
1000421184,EA,EA,1
1000421187,EA,EA,1
1000421189,EA,EA,1
1000421197,EA,EA,1
1000421200,EA,EA,1
1000421201,EA,EA,1
1000421203,EA,EA,1
1000421211,EA,EA,1
1000421213,EA,EA,1
1000421215,EA,EA,1
1000421216,EA,EA,1
1000421217,EA,EA,1
1000421218,EA,EA,1
1000421219,EA,EA,1
1000421220,EA,EA,1
1000421221,EA,EA,1
1000421222,EA,EA,1
1000421223,EA,EA,1
1000421257,EA,EA,1
1000421262,EA,EA,1
1000421263,EA,EA,1
1000421264,EA,EA,1
1000421265,EA,EA,1
1000421266,BOX,BOX,1
1000421267,EA,EA,1
1000421268,EA,EA,1
1000421269,EA,EA,1
1000421270,EA,EA,1
1000421271,EA,EA,1
1000421272,EA,EA,1
1000421273,EA,EA,1
1000421274,EA,EA,1
1000421275,EA,EA,1
1000421276,EA,EA,1
1000421277,EA,EA,1
1000421278,EA,EA,1
1000421279,EA,EA,1
1000421281,EA,EA,1
1000421282,EA,EA,1
1000421287,EA,EA,1
1000421292,EA,EA,1
1000421309,EA,EA,1
1000421311,EA,EA,1
1000421312,EA,EA,1
1000421313,EA,EA,1
1000421314,EA,EA,1
1000421316,EA,EA,1
1000421318,EA,EA,1
1000421319,EA,EA,1
1000421320,EA,EA,1
1000421321,EA,EA,1
1000421322,EA,EA,1
1000421324,EA,EA,1
1000421327,EA,EA,1
1000421332,LB,LB,1
1000421333,PAA,PAA,1
1000421334,PAA,PAA,1
1000421335,PAA,PAA,1
1000421342,EA,EA,1
1000421345,EA,EA,1
1000421346,EA,EA,1
1000421347,EA,EA,1
1000421348,EA,EA,1
1000421349,EA,EA,1
1000421351,EA,EA,1
1000421355,EA,EA,1
1000421357,EA,EA,1
1000421360,EA,EA,1
1000421366,EA,EA,1
1000421367,EA,EA,1
1000421368,EA,EA,1
1000421369,EA,EA,1
1000421370,EA,EA,1
1000421371,EA,EA,1
1000421372,EA,EA,1
1000421373,EA,EA,1
1000421374,EA,EA,1
1000421375,EA,EA,1
1000421376,EA,EA,1
1000421377,EA,EA,1
1000421385,EA,EA,1
1000421387,EA,EA,1
1000421388,EA,EA,1
1000421389,EA,EA,1
1000421391,EA,EA,1
1000421392,EA,EA,1
1000421393,EA,EA,1
1000421396,EA,EA,1
1000421397,EA,EA,1
1000421398,EA,EA,1
1000421399,EA,EA,1
1000421400,EA,EA,1
1000421402,EA,EA,1
1000421403,EA,EA,1
1000421404,EA,EA,1
1000421405,EA,EA,1
1000421406,EA,EA,1
1000421407,EA,EA,1
1000421408,EA,EA,1
1000421409,EA,EA,1
1000421410,EA,EA,1
1000421411,EA,EA,1
1000421412,EA,EA,1
1000421413,EA,EA,1
1000421415,EA,EA,1
1000421417,EA,EA,1
1000421419,EA,EA,1
1000421420,EA,EA,1
1000421422,EA,EA,1
1000421423,EA,EA,1
1000421424,EA,EA,1
1000421425,EA,EA,1
1000421426,EA,EA,1
1000421427,EA,EA,1
1000421428,EA,EA,1
1000421429,EA,EA,1
1000421430,EA,EA,1
1000421431,EA,EA,1
1000421432,EA,EA,1
1000421433,EA,EA,1
1000421434,EA,EA,1
1000421435,EA,EA,1
1000421436,EA,EA,1
1000421437,EA,EA,1
1000421438,EA,EA,1
1000421439,EA,EA,1
1000421440,EA,EA,1
1000421441,EA,EA,1
1000421442,EA,EA,1
1000421443,EA,EA,1
1000421444,EA,EA,1
1000421445,EA,EA,1
1000421446,EA,EA,1
1000421447,EA,EA,1
1000421448,EA,EA,1
1000421449,EA,EA,1
1000421450,EA,EA,1
1000421451,EA,EA,1
1000421452,EA,EA,1
1000421453,EA,EA,1
1000421454,EA,EA,1
1000421455,EA,EA,1
1000421456,EA,EA,1
1000421465,EA,EA,1
1000421483,EA,EA,1
1000421484,EA,EA,1
1000421486,EA,EA,1
1000421489,EA,EA,1
1000421491,EA,EA,1
1000421492,EA,EA,1
1000421494,ROL,ROL,1
1000421495,EA,EA,1
1000421496,EA,EA,1
1000421497,EA,EA,1
1000421506,EA,EA,1
1000421507,EA,EA,1
1000421508,EA,EA,1
1000421509,EA,EA,1
1000421510,EA,EA,1
1000421511,EA,EA,1
1000421512,EA,EA,1
1000421513,EA,EA,1
1000421514,EA,EA,1
1000421515,EA,EA,1
1000421516,EA,EA,1
1000421517,EA,EA,1
1000421518,EA,EA,1
1000421520,EA,EA,1
1000421522,EA,EA,1
1000421523,EA,EA,1
1000421525,EA,EA,1
1000421528,EA,EA,1
1000421533,EA,EA,1
1000421535,EA,EA,1
1000421536,EA,EA,1
1000421537,EA,EA,1
1000421538,EA,EA,1
1000421539,EA,EA,1
1000421540,EA,EA,1
1000421541,EA,EA,1
1000421542,EA,EA,1
1000421543,EA,EA,1
1000421544,EA,EA,1
1000421545,EA,EA,1
1000421546,EA,EA,1
1000421547,EA,EA,1
1000421548,EA,EA,1
1000421549,EA,EA,1
1000421550,EA,EA,1
1000421551,EA,EA,1
1000421552,EA,EA,1
1000421553,EA,EA,1
1000421554,EA,EA,1
1000421555,EA,EA,1
1000421557,EA,EA,1
1000421558,L,L,1
1000421560,EA,EA,1
1000421561,EA,EA,1
1000421564,EA,EA,1
1000421566,EA,EA,1
1000421571,EA,EA,1
1000421578,EA,EA,1
1000421579,EA,EA,1
1000421580,EA,EA,1
1000421581,EA,EA,1
1000421582,EA,EA,1
1000421583,EA,EA,1
1000421584,EA,EA,1
1000421585,EA,EA,1
1000421587,EA,EA,1
1000421588,EA,EA,1
1000421589,EA,EA,1
1000421590,EA,EA,1
1000421591,EA,EA,1
1000421594,EA,EA,1
1000421595,EA,EA,1
1000421596,EA,EA,1
1000421597,EA,EA,1
1000421598,EA,EA,1
1000421599,EA,EA,1
1000421600,EA,EA,1
1000421601,EA,EA,1
1000421602,EA,EA,1
1000421603,EA,EA,1
1000421604,EA,EA,1
1000421605,EA,EA,1
1000421606,EA,EA,1
1000421607,EA,EA,1
1000421608,EA,EA,1
1000421609,EA,EA,1
1000421610,EA,EA,1
1000421611,EA,EA,1
1000421617,EA,EA,1
1000421618,EA,EA,1
1000421619,EA,EA,1
1000421620,EA,EA,1
1000421621,EA,EA,1
1000421622,EA,EA,1
1000421623,EA,EA,1
1000421624,EA,EA,1
1000421625,EA,EA,1
1000421626,EA,EA,1
1000421628,EA,EA,1
1000421629,EA,EA,1
1000421630,EA,EA,1
1000421631,EA,EA,1
1000421633,EA,EA,1
1000421635,EA,EA,1
1000421636,EA,EA,1
1000421637,EA,EA,1
1000421638,EA,EA,1
1000421639,EA,EA,1
1000421640,EA,EA,1
1000421645,EA,EA,1
1000421654,EA,EA,1
1000421660,BOX,BOX,1
1000421661,EA,EA,1
1000421662,EA,EA,1
1000421663,EA,EA,1
1000421664,EA,EA,1
1000421665,EA,EA,1
1000421666,EA,EA,1
1000421667,EA,EA,1
1000421668,EA,EA,1
1000421669,EA,EA,1
1000421670,EA,EA,1
1000421671,EA,EA,1
1000421672,BOX,BOX,1
1000421673,EA,EA,1
1000421674,EA,EA,1
1000421676,EA,EA,1
1000421677,EA,EA,1
1000421678,EA,EA,1
1000421679,EA,EA,1
1000421680,EA,EA,1
1000421681,EA,EA,1
1000421682,EA,EA,1
1000421683,EA,EA,1
1000421684,EA,EA,1
1000421685,EA,EA,1
1000421686,EA,EA,1
1000421687,EA,EA,1
1000421688,EA,EA,1
1000421689,EA,EA,1
1000421690,EA,EA,1
1000421691,EA,EA,1
1000421692,EA,EA,1
1000421693,EA,EA,1
1000421694,EA,EA,1
1000421696,SET,SET,1
1000421697,SET,SET,1
1000421698,SET,SET,1
1000421699,SET,SET,1
1000421700,SET,SET,1
1000421701,SET,SET,1
1000421702,SET,SET,1
1000421703,SET,SET,1
1000421704,SET,SET,1
1000421706,EA,EA,1
1000421707,EA,EA,1
1000421708,EA,EA,1
1000421709,EA,EA,1
1000421719,EA,EA,1
1000421724,EA,EA,1
1000421725,EA,EA,1
1000421726,EA,EA,1
1000421728,EA,EA,1
1000421742,EA,EA,1
1000421744,EA,EA,1
1000421745,EA,EA,1
1000421747,EA,EA,1
1000421748,EA,EA,1
1000421749,EA,EA,1
1000421750,EA,EA,1
1000421751,EA,EA,1
1000421752,EA,EA,1
1000421754,EA,EA,1
1000421755,EA,EA,1
1000421761,EA,EA,1
1000421762,EA,EA,1
1000421763,EA,EA,1
1000421765,BOX,BOX,1
1000421766,EA,EA,1
1000421767,EA,EA,1
1000421768,BOX,BOX,1
1000421769,FT,FT,1
1000421771,ROL,ROL,1
1000421773,EA,EA,1
1000421774,EA,EA,1
1000421775,EA,EA,1
1000421776,CAS,CAS,1
1000421776,CAS,CAR,1
1000421779,EA,EA,1
1000421787,EA,EA,1
1000421790,EA,EA,1
1000421792,EA,EA,1
1000421793,EA,EA,1
1000421794,EA,EA,1
1000421797,EA,EA,1
1000421798,EA,EA,1
1000421799,EA,EA,1
1000421800,EA,EA,1
1000421801,EA,EA,1
1000421802,EA,EA,1
1000421803,EA,EA,1
1000421804,EA,EA,1
1000421805,EA,EA,1
1000421806,EA,EA,1
1000421807,CM,CM,1
1000421809,EA,EA,1
1000421813,EA,EA,1
1000421815,EA,EA,1
1000421816,EA,EA,1
1000421818,EA,EA,1
1000421819,EA,EA,1
1000421821,EA,EA,1
1000421826,EA,EA,1
1000421828,EA,EA,1
1000421829,EA,EA,1
1000421832,EA,EA,1
1000421833,EA,EA,1
1000421835,EA,EA,1
1000421837,EA,EA,1
1000421838,EA,EA,1
1000421840,EA,EA,1
1000421841,EA,EA,1
1000421842,EA,EA,1
1000421843,EA,EA,1
1000421845,EA,EA,1
1000421846,EA,EA,1
1000421848,EA,EA,1
1000421852,EA,EA,1
1000421853,EA,EA,1
1000421854,EA,EA,1
1000421855,EA,EA,1
1000421859,EA,EA,1
1000421860,EA,EA,1
1000421861,EA,EA,1
1000421862,EA,EA,1
1000421869,EA,EA,1
1000421870,EA,EA,1
1000421875,EA,EA,1
1000421878,EA,EA,1
1000421880,EA,EA,1
1000421884,PKG,PKG,1
1000421885,PKG,PKG,1
1000421886,PKG,PKG,1
1000421888,EA,EA,1
1000421890,FT,FT,1
1000421894,EA,EA,1
1000421895,EA,EA,1
1000421896,EA,EA,1
1000421897,EA,EA,1
1000421898,EA,EA,1
1000421899,EA,EA,1
1000421900,EA,EA,1
1000421901,EA,EA,1
1000421902,EA,EA,1
1000421903,EA,EA,1
1000421904,EA,EA,1
1000421909,EA,EA,1
1000421910,EA,EA,1
1000421911,EA,EA,1
1000421912,EA,EA,1
1000421916,EA,EA,1
1000421917,EA,EA,1
1000421919,EA,EA,1
1000421920,EA,EA,1
1000421921,EA,EA,1
1000421922,EA,EA,1
1000421924,EA,EA,1
1000421925,EA,EA,1
1000421926,EA,EA,1
1000421927,EA,EA,1
1000421930,EA,EA,1
1000421931,EA,EA,1
1000421932,EA,EA,1
1000421934,EA,EA,1
1000421937,EA,EA,1
1000421941,EA,EA,1
1000421943,EA,EA,1
1000421944,EA,EA,1
1000421946,EA,EA,1
1000421948,EA,EA,1
1000421951,EA,EA,1
1000421956,EA,EA,1
1000421957,EA,EA,1
1000421958,EA,EA,1
1000421960,EA,EA,1
1000421961,EA,EA,1
1000421963,EA,EA,1
1000421965,EA,EA,1
1000421966,EA,EA,1
1000421967,EA,EA,1
1000421970,EA,EA,1
1000421972,EA,EA,1
1000421974,EA,EA,1
1000421976,EA,EA,1
1000421977,EA,EA,1
1000421978,EA,EA,1
1000421981,EA,EA,1
1000421983,EA,EA,1
1000421985,EA,EA,1
1000421986,EA,EA,1
1000421987,EA,EA,1
1000421990,EA,EA,1
1000421992,EA,EA,1
1000421993,EA,EA,1
1000421994,EA,EA,1
1000421998,EA,EA,1
1000421999,EA,EA,1
1000422000,EA,EA,1
1000422001,EA,EA,1
1000422002,EA,EA,1
1000422003,EA,EA,1
1000422005,EA,EA,1
1000422006,EA,EA,1
1000422012,EA,EA,1
1000422015,EA,EA,1
1000422016,EA,EA,1
1000422023,EA,EA,1
1000422024,EA,EA,1
1000422027,EA,EA,1
1000422030,EA,EA,1
1000422032,EA,EA,1
1000422034,EA,EA,1
1000422036,EA,EA,1
1000422037,EA,EA,1
1000422041,EA,EA,1
1000422042,EA,EA,1
1000422044,EA,EA,1
1000422045,EA,EA,1
1000422046,EA,EA,1
1000422047,EA,EA,1
1000422051,EA,EA,1
1000422053,EA,EA,1
1000422055,EA,EA,1
1000422058,EA,EA,1
1000422060,EA,EA,1
1000422061,EA,EA,1
1000422062,EA,EA,1
1000422068,EA,EA,1
1000422071,EA,EA,1
1000422084,EA,EA,1
1000422085,EA,EA,1
1000422086,EA,EA,1
1000422088,EA,EA,1
1000422089,EA,EA,1
1000422090,EA,EA,1
1000422091,EA,EA,1
1000422092,EA,EA,1
1000422093,EA,EA,1
1000422095,EA,EA,1
1000422096,EA,EA,1
1000422097,EA,EA,1
1000422099,EA,EA,1
1000422100,EA,EA,1
1000422106,EA,EA,1
1000422128,EA,EA,1
1000422130,EA,EA,1
1000422131,EA,EA,1
1000422134,EA,EA,1
1000422135,TE,TE,1
1000422136,EA,EA,1
1000422137,EA,EA,1
1000422138,EA,EA,1
1000422139,EA,EA,1
1000422140,EA,EA,1
1000422141,EA,EA,1
1000422142,EA,EA,1
1000422143,EA,EA,1
1000422144,EA,EA,1
1000422145,EA,EA,1
1000422147,EA,EA,1
1000422151,EA,EA,1
1000422152,EA,EA,1
1000422157,EA,EA,1
1000422158,EA,EA,1
1000422159,EA,EA,1
1000422160,EA,EA,1
1000422161,EA,EA,1
1000422162,EA,EA,1
1000422164,EA,EA,1
1000422166,EA,EA,1
1000422167,EA,EA,1
1000422168,EA,EA,1
1000422169,EA,EA,1
1000422172,EA,EA,1
1000422173,EA,EA,1
1000422174,EA,EA,1
1000422175,EA,EA,1
1000422177,EA,EA,1
1000422178,EA,EA,1
1000422179,EA,EA,1
1000422180,EA,EA,1
1000422181,EA,EA,1
1000422182,EA,EA,1
1000422183,EA,EA,1
1000422185,EA,EA,1
1000422187,EA,EA,1
1000422188,EA,EA,1
1000422189,EA,EA,1
1000422190,EA,EA,1
1000422191,EA,EA,1
1000422192,EA,EA,1
1000422195,DR,DR,1
1000422196,EA,EA,1
1000422197,EA,EA,1
1000422198,EA,EA,1
1000422199,EA,EA,1
1000422200,EA,EA,1
1000422201,EA,EA,1
1000422202,EA,EA,1
1000422203,EA,EA,1
1000422204,EA,EA,1
1000422205,EA,EA,1
1000422206,EA,EA,1
1000422207,EA,EA,1
1000422209,EA,EA,1
1000422210,EA,EA,1
1000422217,EA,EA,1
1000422218,EA,EA,1
1000422219,EA,EA,1
1000422220,EA,EA,1
1000422221,EA,EA,1
1000422222,EA,EA,1
1000422223,EA,EA,1
1000422225,EA,EA,1
1000422226,EA,EA,1
1000422227,EA,EA,1
1000422228,EA,EA,1
1000422229,EA,EA,1
1000422231,EA,EA,1
1000422232,EA,EA,1
1000422233,EA,EA,1
1000422234,EA,EA,1
1000422235,EA,EA,1
1000422237,EA,EA,1
1000422238,EA,EA,1
1000422241,EA,EA,1
1000422250,EA,EA,1
1000422251,EA,EA,1
1000422252,EA,EA,1
1000422254,EA,EA,1
1000422255,EA,EA,1
1000422256,EA,EA,1
1000422257,EA,EA,1
1000422258,EA,EA,1
1000422259,EA,EA,1
1000422260,EA,EA,1
1000422261,EA,EA,1
1000422262,EA,EA,1
1000422263,EA,EA,1
1000422264,EA,EA,1
1000422265,EA,EA,1
1000422266,EA,EA,1
1000422267,EA,EA,1
1000422268,EA,EA,1
1000422269,EA,EA,1
1000422270,EA,EA,1
1000422272,EA,EA,1
1000422276,EA,EA,1
1000422279,EA,EA,1
1000422280,EA,EA,1
1000422281,EA,EA,1
1000422282,EA,EA,1
1000422283,EA,EA,1
1000422284,EA,EA,1
1000422285,EA,EA,1
1000422287,EA,EA,1
1000422288,EA,EA,1
1000422289,EA,EA,1
1000422290,EA,EA,1
1000422291,EA,EA,1
1000422292,EA,EA,1
1000422293,EA,EA,1
1000422294,EA,EA,1
1000422298,EA,EA,1
1000422299,EA,EA,1
1000422300,EA,EA,1
1000422301,EA,EA,1
1000422302,EA,EA,1
1000422303,EA,EA,1
1000422304,EA,EA,1
1000422305,EA,EA,1
1000422306,EA,EA,1
1000422309,EA,EA,1
1000422312,EA,EA,1
1000422314,EA,EA,1
1000422319,EA,EA,1
1000422320,EA,EA,1
1000422321,EA,EA,1
1000422322,EA,EA,1
1000422323,EA,EA,1
1000422327,EA,EA,1
1000422328,EA,EA,1
1000422329,EA,EA,1
1000422330,EA,EA,1
1000422331,EA,EA,1
1000422332,EA,EA,1
1000422333,EA,EA,1
1000422334,EA,EA,1
1000422335,EA,EA,1
1000422336,EA,EA,1
1000422337,EA,EA,1
1000422338,EA,EA,1
1000422339,EA,EA,1
1000422340,EA,EA,1
1000422341,EA,EA,1
1000422342,EA,EA,1
1000422343,EA,EA,1
1000422344,EA,EA,1
1000422345,EA,EA,1
1000422346,EA,EA,1
1000422347,EA,EA,1
1000422348,EA,EA,1
1000422349,EA,EA,1
1000422350,EA,EA,1
1000422351,EA,EA,1
1000422352,EA,EA,1
1000422353,EA,EA,1
1000422354,PL,PL,1
1000422355,EA,EA,1
1000422356,EA,EA,1
1000422359,EA,EA,1
1000422360,KG,KG,1
1000422361,TE,TE,1
1000422366,EA,EA,1
1000422367,EA,EA,1
1000422368,EA,EA,1
1000422369,EA,EA,1
1000422372,EA,EA,1
1000422373,EA,EA,1
1000422374,EA,EA,1
1000422375,EA,EA,1
1000422376,EA,EA,1
1000422377,EA,EA,1
1000422378,EA,EA,1
1000422379,EA,EA,1
1000422382,EA,EA,1
1000422383,EA,EA,1
1000422384,EA,EA,1
1000422386,EA,EA,1
1000422387,EA,EA,1
1000422388,EA,EA,1
1000422389,EA,EA,1
1000422390,EA,EA,1
1000422391,EA,EA,1
1000422392,EA,EA,1
1000422393,EA,EA,1
1000422394,EA,EA,1
1000422397,EA,EA,1
1000422398,EA,EA,1
1000422401,EA,EA,1
1000422404,EA,EA,1
1000422409,EA,EA,1
1000422417,EA,EA,1
1000422418,EA,EA,1
1000422419,EA,EA,1
1000422420,EA,EA,1
1000422421,EA,EA,1
1000422425,EA,EA,1
1000422448,EA,EA,1
1000422449,EA,EA,1
1000422450,EA,EA,1
1000422451,EA,EA,1
1000422453,EA,EA,1
1000422454,EA,EA,1
1000422455,EA,EA,1
1000422457,EA,EA,1
1000422458,EA,EA,1
1000422459,EA,EA,1
1000422460,EA,EA,1
1000422461,EA,EA,1
1000422462,EA,EA,1
1000422463,EA,EA,1
1000422464,EA,EA,1
1000422465,EA,EA,1
1000422466,EA,EA,1
1000422468,EA,EA,1
1000422470,EA,EA,1
1000422471,EA,EA,1
1000422472,EA,EA,1
1000422473,EA,EA,1
1000422474,EA,EA,1
1000422475,EA,EA,1
1000422476,EA,EA,1
1000422477,EA,EA,1
1000422478,EA,EA,1
1000422479,EA,EA,1
1000422480,EA,EA,1
1000422481,EA,EA,1
1000422484,EA,EA,1
1000422485,EA,EA,1
1000422486,EA,EA,1
1000422487,EA,EA,1
1000422488,EA,EA,1
1000422489,EA,EA,1
1000422490,EA,EA,1
1000422493,EA,EA,1
1000422494,EA,EA,1
1000422495,EA,EA,1
1000422496,EA,EA,1
1000422503,CYL,CYL,1
1000422504,EA,EA,1
1000422506,EA,EA,1
1000422508,EA,EA,1
1000422510,EA,EA,1
1000422513,EA,EA,1
1000422515,EA,EA,1
1000422516,EA,EA,1
1000422521,EA,EA,1
1000422525,EA,EA,1
1000422526,EA,EA,1
1000422527,EA,EA,1
1000422528,EA,EA,1
1000422529,EA,EA,1
1000422534,EA,EA,1
1000422536,EA,EA,1
1000422557,EA,EA,1
1000422558,EA,EA,1
1000422559,EA,EA,1
1000422560,EA,EA,1
1000422561,EA,EA,1
1000422562,EA,EA,1
1000422563,EA,EA,1
1000422564,EA,EA,1
1000422565,EA,EA,1
1000422567,EA,EA,1
1000422576,EA,EA,1
1000422577,EA,EA,1
1000422582,EA,EA,1
1000422596,EA,EA,1
1000422597,EA,EA,1
1000422598,EA,EA,1
1000422599,EA,EA,1
1000422604,EA,EA,1
1000422605,EA,EA,1
1000422606,EA,EA,1
1000422607,EA,EA,1
1000422621,EA,EA,1
1000422622,EA,EA,1
1000422623,EA,EA,1
1000422624,EA,EA,1
1000422625,EA,EA,1
1000422626,EA,EA,1
1000422627,EA,EA,1
1000422628,EA,EA,1
1000422629,EA,EA,1
1000422633,EA,EA,1
1000422636,EA,EA,1
1000422638,EA,EA,1
1000422639,EA,EA,1
1000422640,EA,EA,1
1000422641,EA,EA,1
1000422642,EA,EA,1
1000422643,EA,EA,1
1000422644,EA,EA,1
1000422645,EA,EA,1
1000422646,EA,EA,1
1000422647,EA,EA,1
1000422654,EA,EA,1
1000422655,EA,EA,1
1000422656,EA,EA,1
1000422657,EA,EA,1
1000422658,EA,EA,1
1000422659,EA,EA,1
1000422660,EA,EA,1
1000422661,EA,EA,1
1000422663,EA,EA,1
1000422698,EA,EA,1
1000422703,EA,EA,1
1000422704,EA,EA,1
1000422705,EA,EA,1
1000422706,EA,EA,1
1000422709,EA,EA,1
1000422710,EA,EA,1
1000422711,EA,EA,1
1000422712,EA,EA,1
1000422713,EA,EA,1
1000422714,EA,EA,1
1000422716,EA,EA,1
1000422731,EA,EA,1
1000422736,EA,EA,1
1000422738,EA,EA,1
1000422740,EA,EA,1
1000422744,EA,EA,1
1000422745,EA,EA,1
1000422747,EA,EA,1
1000422748,EA,EA,1
1000422749,EA,EA,1
1000422750,EA,EA,1
1000422751,EA,EA,1
1000422752,EA,EA,1
1000422753,EA,EA,1
1000422754,EA,EA,1
1000422755,EA,EA,1
1000422756,EA,EA,1
1000422757,EA,EA,1
1000422758,EA,EA,1
1000422763,EA,EA,1
1000422771,EA,EA,1
1000422773,EA,EA,1
1000422774,EA,EA,1
1000422776,EA,EA,1
1000422778,EA,EA,1
1000422780,EA,EA,1
1000422781,EA,EA,1
1000422782,EA,EA,1
1000422786,EA,EA,1
1000422787,EA,EA,1
1000422789,EA,EA,1
1000422790,EA,EA,1
1000422792,EA,EA,1
1000422794,EA,EA,1
1000422797,EA,EA,1
1000422799,EA,EA,1
1000422800,EA,EA,1
1000422801,EA,EA,1
1000422802,EA,EA,1
1000422803,EA,EA,1
1000422804,EA,EA,1
1000422805,EA,EA,1
1000422806,EA,EA,1
1000422809,EA,EA,1
1000422810,EA,EA,1
1000422811,EA,EA,1
1000422812,EA,EA,1
1000422813,EA,EA,1
1000422815,PL,PL,1
1000422816,EA,EA,1
1000422817,EA,EA,1
1000422818,EA,EA,1
1000422819,EA,EA,1
1000422821,EA,EA,1
1000422822,EA,EA,1
1000422827,EA,EA,1
1000422828,EA,EA,1
1000422829,EA,EA,1
1000422830,EA,EA,1
1000422831,EA,EA,1
1000422934,EA,EA,1
1000422935,EA,EA,1
1000422936,EA,EA,1
1000422940,EA,EA,1
1000422941,EA,EA,1
1000422942,EA,EA,1
1000422943,EA,EA,1
1000422945,EA,EA,1
1000422948,EA,EA,1
1000422949,EA,EA,1
1000422951,EA,EA,1
1000422954,EA,EA,1
1000422956,EA,EA,1
1000422957,EA,EA,1
1000422958,EA,EA,1
1000422959,EA,EA,1
1000422973,EA,EA,1
1000422974,EA,EA,1
1000422975,EA,EA,1
1000422978,EA,EA,1
1000422979,EA,EA,1
1000422980,EA,EA,1
1000422981,L,L,1
1000422982,EA,EA,1
1000422985,EA,EA,1
1000422986,EA,EA,1
1000422988,EA,EA,1
1000422990,EA,EA,1
1000422992,EA,EA,1
1000422994,EA,EA,1
1000422995,FT3,FT3,1
1000422996,FT3,FT3,1
1000422997,EA,EA,1
1000422999,EA,EA,1
1000423002,KG,KG,1
1000423003,EA,EA,1
1000423004,EA,EA,1
1000423005,EA,EA,1
1000423006,EA,EA,1
1000423007,EA,EA,1
1000423009,EA,EA,1
1000423010,EA,EA,1
1000423011,EA,EA,1
1000423012,EA,EA,1
1000423013,EA,EA,1
1000423014,EA,EA,1
1000423015,EA,EA,1
1000423016,EA,EA,1
1000423017,EA,EA,1
1000423018,EA,EA,1
1000423019,EA,EA,1
1000423020,EA,EA,1
1000423021,EA,EA,1
1000423024,EA,EA,1
1000423025,EA,EA,1
1000423026,EA,EA,1
1000423027,EA,EA,1
1000423028,EA,EA,1
1000423029,EA,EA,1
1000423030,EA,EA,1
1000423031,EA,EA,1
1000423032,EA,EA,1
1000423033,EA,EA,1
1000423034,EA,EA,1
1000423039,EA,EA,1
1000423046,EA,EA,1
1000423047,EA,EA,1
1000423057,PAA,PAA,1
1000423058,PAA,PAA,1
1000423059,PAA,PAA,1
1000423060,PAA,PAA,1
1000423061,PAA,PAA,1
1000423062,PAA,PAA,1
1000423075,EA,EA,1
1000423081,EA,EA,1
1000423084,EA,EA,1
1000423085,EA,EA,1
1000423086,EA,EA,1
1000423087,EA,EA,1
1000423088,EA,EA,1
1000423089,EA,EA,1
1000423090,EA,EA,1
1000423091,EA,EA,1
1000423092,EA,EA,1
1000423093,EA,EA,1
1000423094,EA,EA,1
1000423095,EA,EA,1
1000423096,EA,EA,1
1000423097,EA,EA,1
1000423098,EA,EA,1
1000423100,EA,EA,1
1000423101,EA,EA,1
1000423102,EA,EA,1
1000423105,EA,EA,1
1000423106,EA,EA,1
1000423107,EA,EA,1
1000423108,EA,EA,1
1000423109,EA,EA,1
1000423111,EA,EA,1
1000423112,EA,EA,1
1000423114,EA,EA,1
1000423115,EA,EA,1
1000423116,EA,EA,1
1000423117,EA,EA,1
1000423119,EA,EA,1
1000423120,EA,EA,1
1000423121,EA,EA,1
1000423122,EA,EA,1
1000423123,EA,EA,1
1000423127,EA,EA,1
1000423128,EA,EA,1
1000423129,EA,EA,1
1000423130,EA,EA,1
1000423131,EA,EA,1
1000423132,EA,EA,1
1000423133,EA,EA,1
1000423135,EA,EA,1
1000423137,EA,EA,1
1000423139,EA,EA,1
1000423140,EA,EA,1
1000423141,EA,EA,1
1000423142,EA,EA,1
1000423144,EA,EA,1
1000423145,EA,EA,1
1000423147,EA,EA,1
1000423148,EA,EA,1
1000423151,EA,EA,1
1000423152,EA,EA,1
1000423153,EA,EA,1
1000423154,EA,EA,1
1000423155,EA,EA,1
1000423156,EA,EA,1
1000423158,EA,EA,1
1000423163,EA,EA,1
1000423164,EA,EA,1
1000423165,EA,EA,1
1000423166,EA,EA,1
1000423167,EA,EA,1
1000423171,EA,EA,1
1000423179,EA,EA,1
1000423183,EA,EA,1
1000423184,EA,EA,1
1000423185,EA,EA,1
1000423186,EA,EA,1
1000423187,EA,EA,1
1000423188,EA,EA,1
1000423189,EA,EA,1
1000423190,EA,EA,1
1000423191,EA,EA,1
1000423192,EA,EA,1
1000423193,EA,EA,1
1000423194,EA,EA,1
1000423195,EA,EA,1
1000423196,EA,EA,1
1000423197,EA,EA,1
1000423198,EA,EA,1
1000423199,EA,EA,1
1000423200,EA,EA,1
1000423201,EA,EA,1
1000423202,EA,EA,1
1000423213,EA,EA,1
1000423221,EA,EA,1
1000423222,EA,EA,1
1000423223,EA,EA,1
1000423224,EA,EA,1
1000423225,EA,EA,1
1000423227,EA,EA,1
